@E: CS219 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":11:0:11:6|Expecting one of the keywords module, primitive or macromodule
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27831:51:27831:52|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27848:61:27848:62|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27866:37:27866:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27867:40:27867:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27868:38:27868:39|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27869:37:27869:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27870:41:27870:42|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27877:49:27877:50|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27930:57:27930:58|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27948:33:27948:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27949:34:27949:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27950:35:27950:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27951:32:27951:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27952:31:27952:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27982:43:27982:44|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":27983:44:27983:45|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28039:4:28039:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28095:61:28095:62|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28131:46:28131:47|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28154:34:28154:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28155:37:28155:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28156:36:28156:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28157:37:28157:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28158:36:28158:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28159:37:28159:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28160:36:28160:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28429:44:28429:45|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28430:42:28430:43|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28469:78:28469:78|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28520:32:28520:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28521:35:28521:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28565:30:28565:31|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28582:32:28582:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28609:4:28609:9|Expecting (
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28711:65:28711:66|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28729:62:28729:63|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":28730:70:28730:71|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29168:33:29168:34|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29168:45:29168:46|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29195:36:29195:37|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29196:36:29196:37|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29197:30:29197:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29200:35:29200:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29201:29:29201:30|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29203:47:29203:48|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29239:4:29239:9|Expecting (
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29241:35:29241:36|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29420:4:29420:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29518:38:29518:39|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29539:40:29539:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29540:38:29540:39|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29541:40:29541:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29542:32:29542:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29561:35:29561:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29809:71:29809:72|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":29970:4:29970:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30149:55:30149:56|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30150:61:30150:62|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30151:59:30151:60|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30152:58:30152:59|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30154:55:30154:56|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30157:56:30157:57|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30169:46:30169:47|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30170:54:30170:55|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30171:50:30171:51|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30450:64:30450:65|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30451:65:30451:66|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30482:4:30482:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30535:24:30535:25|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30538:33:30538:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30539:36:30539:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30540:35:30540:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30541:28:30541:29|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30567:30:30567:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30568:37:30568:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30569:40:30569:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30570:39:30570:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30586:4:30586:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30672:24:30672:25|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30673:24:30673:25|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30745:34:30745:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30773:4:30773:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30814:30:30814:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30907:40:30907:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30908:41:30908:42|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30926:37:30926:38|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30927:35:30927:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30929:38:30929:39|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":30962:4:30962:9|Expecting (
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31075:52:31075:53|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31075:82:31075:83|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31174:30:31174:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31183:31:31183:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31184:31:31184:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31185:30:31185:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31186:30:31186:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31187:29:31187:30|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31230:4:31230:9|Expecting (
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31279:26:31279:27|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31466:42:31466:43|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31467:36:31467:37|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31503:84:31503:84|Expecting =
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31543:28:31543:29|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31543:40:31543:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31558:47:31558:48|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31598:89:31598:89|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31667:40:31667:41|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31696:62:31696:63|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31696:69:31696:70|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31727:80:31727:80|Expecting =
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31728:35:31728:36|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31810:45:31810:46|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31811:46:31811:47|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":31812:46:31812:47|Found unsized single bit literal in Verilog-2001 mode.
